Product Name,Product Price,Warranty Period(Months),Processor Type,Screen Size(inch),Operating System,product type,Color,Storage Capacity,RAM(GB),Network and Communication,Touch Display,Display Resolution,Battery Type
Dell Latitude 3440,6999,24.0,Intel Core i7-1355U (13th Gen),14.0,Dos,Business,Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3 Cell, Integrated 42Wh"
Asus TUF Gaming FX507VU-LP165,4299,24.0,Intel Core i7-13620H (13th Gen),15.6,Dos,Gaming,Mecha Gray,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"90WHrs, 4S1P, 4-cell Li-ion"
Dell Latitude 3540,4299,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Business,Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3 Cell, Integrated 42Wh"
Asus TUF Gaming FX507ZV4-LP114,4899,24.0,Intel Core i7-12700H (12th Gen),15.6,Dos,Gaming,Mecha Gray,1TB SSD M.2,32,Wi-Fi 6 (802.11ax)+Bluetooth 5.2 (Dual band) 2*2,False,1920x1080,"90WHrs, 4S1P, 4-cell Li-ion"
Acer Aspire 3 A315-56-54YJ,1549,24.0,Intel Core i5-1035G1 (10th Gen),15.6,Dos,standard,Shale Black,256GB SSD M.2,4,Wi-Fi + Bluetooth,False,1366 x 768 HD,Lithium Ion (Li-Ion)
Asus Vivobook 14 Flip TP3402ZA-LZ122W,2899,24.0,Intel Core i7-12700H (12th Gen),14.0,Windows 11 Home,2-in-1,Cool Silver,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.3,True,1920x1200,"3-cell Li-ion, 50WHrs, 3S1P"
Apple MacBook Air 13-inch M3,4649,24.0,Apple M3 chip,13.6,macOS Sonoma,standard,Space Gray,256GB SSD,8,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
Lenovo LOQ 15IRX9 Gaming,4349,24.0,Intel Core i7-13650HX (13th Gen),15.6,Dos,Gaming,Luna Grey,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,Integrated 60Wh
Acer Aspire 3 A315-58-57LP,1499,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,standard,Pure Silver,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,36Wh Li-ion battery
Acer Aspire 3 A315-59G-789P,2149,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,standard,Pure Silver,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,40Wh Li-ion battery
Asus E510MA-BR1112,849,24.0,Intel Celeron N4020,15.6,Dos,standard,Peacock Blue,256GB SSD M.2,4,Wi-Fi 5 + Bluetooth 5.1,False,1366 x 768 HD,"3-cell Li-ion, 42WHrs, 3S1P"
HP 250 G10,2999,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,standard,Turbo silver with Aluminum Top Cover,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"HP Long Life 3-cell, 41 Wh Li-ion"
Asus Vivobook Go 15 E1504GA-NJ340,1299,24.0,Intel Core i3-N305,15.6,Dos,standard,Cool Silver,512GB SSD M.2,8,Wi-Fi 5 + Bluetooth 5.1,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
MacBook Air 15-inch M3 (2024),7499,24.0,Apple M3 chip,15.3,macOS Sonoma,standard,Midnight,512GB SSD,16,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,Liquid Retina 2880x1864,66.5-watt‑hour lithium‑polymer battery (Up to 18 hours)
Asus Vivobook 14 Flip TP3402VA-LZ144W,3649,24.0,Intel Core i9-13900H (13th Gen),14.0,Windows 11 Home,2-in-1,Cool Silver,1TB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.3,True,1920x1200,"3-cell Li-ion, 50WHrs, 3S1P"
Asus TUF Gaming FX507VI-LP073,5999,24.0,Intel Core i7-13620H (13th Gen),15.6,Dos,Gaming,Jaeger Gray,1TB SSD M.2,32,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"90WHrs, 4S1P, 4-cell Li-ion"
Asus Vivobook X1504VA-NJ107,2599,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,standard,Cool Silver,1TB SSD M.2,16,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
Latitude 3450,2599,24.0,Intel Core i7-1355U (13th Gen),14.0,Dos,Business,Black,512GB SSD M.2,8,"Intel Wi-Fi 6E AX211, 2x2, 802.11ax, Bluetooth wireless card",False,1920x1080,"3 Cell, Integrated 42Wh"
Apple MacBook Air M3,5799,24.0,Apple M3 chip,13.6,macOS Sonoma,standard,Midnight,512GB SSD,8,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
Lenovo ThinkPad E14 Gen 6 Intel,5799,24.0,Intel Core Ultra 5-125U,14.0,Dos,Business,Black,512GB SSD M.2,8,"Wi-Fi 6E, 802.11ax 2x2 + Bluetooth 5.3",False,WUXGA 1920x1200 IPS,Integrated 47Wh
ThinkPad X1 Yoga Gen 8,5799,36.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Professional,Business,Storm Grey,1TB SSD M.2,32,"Intel Wi-Fi 6E AX211, 802.11ax 2x2 + Bluetooth 5.3",True,WUXGA 1920x1200 IPS,Integrated 57Wh
ThinkPad E16 Gen 1 (Intel),5799,24.0,Intel Core i5-1335U (13th Gen),16.0,Dos,Business,Graphite Black,256GB SSD M.2,8,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1200,Integrated 47Wh
Lenovo Legion Pro 5 16IRX9,5899,24.0,Intel Core i7-14650HX (14th Generation),16.0,Dos,Gaming,Luna Grey,1TB SSD M.2,16,WiFi 6E + Bluetooth 5.2,False,2560x1600 WQXGA,Integrated 80Wh
Lenovo Gaming LOQ 15APH8,3499,24.0,AMD Ryzen 7-7840HS,15.6,Dos,Gaming,Storm Grey,512GB SSD M.2,16,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920 x 1080 FHD IPS,Integrated 60Wh
Asus Vivobook 14 Flip TP3402VA-LZ137W,2699,24.0,Intel Core i5-13500H (13th Gen),14.0,Windows 11 Home,2-in-1,Cool Silver,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.3,True,1920x1200,"3-cell Li-ion, 50WHrs, 3S1P"
ThinkPad E15 Gen 4,2699,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Business,Black,512GB SSD,8,Wi-Fi 6 + Bluetooth 5.1,False,1920 x 1080 FHD IPS,Lithium 3 Cell
Apple MacBook Pro M3 Pro,9299,24.0,Apple M3 Pro chip,14.2,macOS Sonoma,standard,Silver,512GB SSD,18,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,3024x1964,72.4-watt-hour lithium-polymer battery
Asus Vivobook X1504ZA-NJ018,1499,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,standard,Quiet Blue,512GB SSD M.2,8,Wi-Fi 5 + Bluetooth 5.1,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
Lenovo IdeaPad Flex 5 14ALC7,2594,24.0,AMD Ryzen 7-5700U,14.0,Windows 11 Home,2-in-1,Storm Grey,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.3,True,1920x1200,Integrated 52.5Wh
Apple MacBook Pro 14-inch M3 chip,8999,24.0,Apple M3 chip,14.2,macOS Sonoma,standard,Space Gray,1TB SSD,16,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,3024x1964,70-watt-hour lithium-polymer battery
Dell Latitude 3420,8999,24.0,Intel Core i5-1135G7 (11th Gen),14.0,Dos,Business,Black,256GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,"3-cell, 41 Wh Li-ion"
Lenovo IdeaPad Flex 5 14IRU8,1999,24.0,Intel Core i3-1315U (13th Gen),14.0,Windows 11 Home,2-in-1,Arctic Grey,512GB SSD M.2,8,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",True,1920x1200,Integrated 52.5Wh
HP ProBook 450 G10,1999,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Business,Silver,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,1920 x 1080 FHD IPS,Lithium Ion (Li-Ion) 3 Cell
Asus Vivobook X1605VA-MB328,2849,24.0,Intel Core i9-13900H (13th Gen),16.0,Dos,standard,Indie Black,512GB SSD M.2,16,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,WUXGA 1920x1200 IPS,Lithium Ion (Li-Ion) 3 Cell
ThinkPad E14 Gen 5 (Intel),2849,24.0,Intel Core i7-1355U (13th Gen),14.0,Dos,Business,Graphite Black,512GB SSD,8,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1200,Integrated 47Wh
Lenovo ThinkPad E16 Gen 2 Intel,2849,24.0,Intel Core Ultra 7-155H,16.0,Dos,Business,Black,512GB SSD M.2,16,"Wi-Fi 6E, 802.11ax 2x2 + Bluetooth 5.3",False,WUXGA 1920x1200 IPS,Integrated 57Wh
Lenovo Gaming LOQ 15IRH8,3999,24.0,Intel Core i7-13620H (13th Gen),15.6,Dos,Gaming,Storm Grey,512GB SSD M.2,16,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1080,Integrated 60Wh
HP 15s-fq5038nx,1899,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,standard,Natural Silver,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
Dell Vostro 15 3520,2899,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Business,Grey Aluminum,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"4 Cell, integrated 54Wh"
Asus Vivobook Go 15 E1504GA-NJ255,1149,24.0,Intel Core i3-N305,15.6,Dos,standard,Cool Silver,256GB SSD M.2,8,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
MacBook Air M1 2020,2699,24.0,Apple M1 chip,13.3,macOS Big Sur,standard,Space Gray,256GB SSD,8,Not Available,False,Retina Display 2560x1600,Lithium Ion Polymer
Lenovo IdeaPad 1 15IAU7,994,24.0,Intel Core i3-1215U (12th Gen),15.6,Dos,standard,ABYSS Blue,512GB SSD M.2,4,Wi-Fi 6 + Bluetooth 5.2,False,1366 x 768 HD,"3 Cell, Integrated 42Wh"
HP 250 G10,1199,24.0,Intel Core i3-1315U (13th Gen),15.6,Dos,standard,Turbo silver with Aluminum Top Cover,256GB SSD M.2,4,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"HP Long Life 3-cell, 41 Wh Li-ion"
Microsoft Surface Go 2,1149,24.0,Intel Pentium 4425Y,10.5,Windows 10 Professional,2-in-1,Platinum,64GB eMMC,4,Wi-Fi + Bluetooth,True,1920 x 1280 (220 PPI),Lithium Polymer (Li-Po)
IdeaPad Slim 5 14Q8X9,3699,24.0,Snapdragon X Plus X1P 42 100,15.6,Windows 11 Home,standard,Cloud Grey,512GB SSD M.2,16,Wi-Fi 7 + Bluetooth 5.4,False,1920x1200,Integrated 57Wh
